"","time","cell_types","density","host","genotype"
"26761",38.1900000000011,"C",999631673.927836,"C","C"
"26762",38.2000000000011,"A1",157985.049757002,"1","A"
"26763",38.2000000000011,"M1",10078548.4607475,"1","M"
"26764",38.2000000000011,"F1",0,"1","F"
"26765",38.2000000000011,"A2",0,"2","A"
"26766",38.2000000000011,"M2",0,"2","M"
"26767",38.2000000000011,"F2",10209729.0633943,"2","F"
"26768",38.2000000000011,"C",999557196.334924,"C","C"
"26769",38.2100000000011,"A1",158438.668207266,"1","A"
"26770",38.2100000000011,"M1",10117465.4573759,"1","M"
"26771",38.2100000000011,"F1",0,"1","F"
"26772",38.2100000000011,"A2",1.05107283545895,"2","A"
"26773",38.2100000000011,"M2",0,"2","M"
"26774",38.2100000000011,"F2",10245108.9914631,"2","F"
"26775",38.2100000000011,"C",999482445.622898,"C","C"
"26776",38.2200000000011,"A1",158893.588783623,"1","A"
"26777",38.2200000000011,"M1",10156532.697955,"1","M"
"26778",38.2200000000011,"F1",0,"1","F"
"26779",38.2200000000011,"A2",1.20676921198911,"2","A"
"26780",38.2200000000011,"M2",0,"2","M"
"26781",38.2200000000011,"F2",10280611.4953369,"2","F"
"26782",38.2200000000011,"C",999407420.787423,"C","C"
"26783",38.2300000000011,"A1",159349.81522161,"1","A"
"26784",38.2300000000011,"M1",10195750.7622977,"1","M"
"26785",38.2300000000011,"F1",0,"1","F"
"26786",38.2300000000011,"A2",1.36388149754307,"2","A"
"26787",38.2300000000011,"M2",0,"2","M"
"26788",38.2300000000011,"F2",10316236.9994916,"2","F"
"26789",38.2300000000011,"C",999332120.820463,"C","C"
"26790",38.2400000000011,"A1",159807.351267463,"1","A"
"26791",38.2400000000011,"M1",10235120.2324529,"1","M"
"26792",38.2400000000011,"F1",0,"1","F"
"26793",38.2400000000011,"A2",1.52241990393619,"2","A"
"26794",38.2400000000011,"M2",0,"2","M"
"26795",38.2400000000011,"F2",10351985.9298718,"2","F"
"26796",38.2400000000011,"C",999256544.710268,"C","C"
"26797",38.2500000000011,"A1",160266.200678154,"1","A"
"26798",38.2500000000011,"M1",10274641.6927138,"1","M"
"26799",38.2500000000011,"F1",0,"1","F"
"26800",38.2500000000011,"A2",1.68239471128012,"2","A"
"26801",38.2500000000011,"M2",0,"2","M"
"26802",38.2500000000011,"F2",10387858.7138953,"2","F"
"26803",38.2500000000011,"C",999180691.441357,"C","C"
"26804",38.2600000000011,"A1",160726.367221412,"1","A"
"26805",38.2600000000011,"M1",10314315.7296269,"1","M"
"26806",38.2600000000011,"F1",0,"1","F"
"26807",38.2600000000011,"A2",1.84381626842571,"2","A"
"26808",38.2600000000011,"M2",0,"2","M"
"26809",38.2600000000011,"F2",10423855.7804588,"2","F"
"26810",38.2600000000011,"C",999104559.994508,"C","C"
"26811",38.2700000000011,"A1",161187.854675764,"1","A"
"26812",38.2700000000011,"M1",10354142.9320004,"1","M"
"26813",38.2700000000011,"F1",0,"1","F"
"26814",38.2700000000011,"A2",2.00669499340904,"2","A"
"26815",38.2700000000011,"M2",0,"2","M"
"26816",38.2700000000011,"F2",10459977.5599428,"2","F"
"26817",38.2700000000011,"C",999028149.346742,"C","C"
"26818",38.2800000000011,"A1",161650.666830557,"1","A"
"26819",38.2800000000011,"M1",10394123.8909129,"1","M"
"26820",38.2800000000011,"F1",0,"1","F"
"26821",38.2800000000011,"A2",2.17104137390002,"2","A"
"26822",38.2800000000011,"M2",0,"2","M"
"26823",38.2800000000011,"F2",10496224.4842166,"2","F"
"26824",38.2800000000011,"C",998951458.471309,"C","C"
"26825",38.2900000000011,"A1",162114.807485996,"1","A"
"26826",38.2900000000011,"M1",10434259.1997223,"1","M"
"26827",38.2900000000011,"F1",0,"1","F"
"26828",38.2900000000011,"A2",2.33686596765427,"2","A"
"26829",38.2900000000011,"M2",0,"2","M"
"26830",38.2900000000011,"F2",10532596.9866436,"2","F"
"26831",38.2900000000011,"C",998874486.337677,"C","C"
"26832",38.3000000000011,"A1",162580.280453168,"1","A"
"26833",38.3000000000011,"M1",10474549.4540744,"1","M"
"26834",38.3000000000011,"F1",0,"1","F"
"26835",38.3000000000011,"A2",2.50417940296749,"2","A"
"26836",38.3000000000011,"M2",0,"2","M"
"26837",38.3000000000011,"F2",10569095.5020862,"2","F"
"26838",38.3000000000011,"C",998797231.911513,"C","C"
"26839",38.3100000000011,"A1",163047.089554081,"1","A"
"26840",38.3100000000011,"M1",10514995.2519119,"1","M"
"26841",38.3100000000011,"F1",0,"1","F"
"26842",38.3100000000011,"A2",2.67299237913298,"2","A"
"26843",38.3100000000011,"M2",0,"2","M"
"26844",38.3100000000011,"F2",10605720.4669115,"2","F"
"26845",38.3100000000011,"C",998719694.154674,"C","C"
"26846",38.3200000000011,"A1",163515.238621688,"1","A"
"26847",38.3200000000011,"M1",10555597.1934832,"1","M"
"26848",38.3200000000011,"F1",0,"1","F"
"26849",38.3200000000011,"A2",2.84331566690188,"2","A"
"26850",38.3200000000011,"M2",0,"2","M"
"26851",38.3200000000011,"F2",10642472.3189958,"2","F"
"26852",38.3200000000011,"C",998641872.025189,"C","C"
"26853",38.3300000000011,"A1",163984.731499923,"1","A"
"26854",38.3300000000011,"M1",10596355.8813512,"1","M"
"26855",38.3300000000011,"F1",0,"1","F"
"26856",38.3300000000011,"A2",3.01516010894667,"2","A"
"26857",38.3300000000011,"M2",0,"2","M"
"26858",38.3300000000011,"F2",10679351.4977304,"2","F"
"26859",38.3300000000011,"C",998563764.477249,"C","C"
"26860",38.3400000000011,"A1",164455.572043729,"1","A"
"26861",38.3400000000011,"M1",10637271.920402,"1","M"
"26862",38.3400000000011,"F1",0,"1","F"
"26863",38.3400000000011,"A2",3.18853662032738,"2","A"
"26864",38.3400000000011,"M2",0,"2","M"
"26865",38.3400000000011,"F2",10716358.4440266,"2","F"
"26866",38.3400000000011,"C",998485370.461189,"C","C"
"26867",38.3500000000011,"A1",164927.764119093,"1","A"
"26868",38.3500000000011,"M1",10678345.9178544,"1","M"
"26869",38.3500000000011,"F1",0,"1","F"
"26870",38.3500000000011,"A2",3.3634561889607,"2","A"
"26871",38.3500000000011,"M2",0,"2","M"
"26872",38.3500000000011,"F2",10753493.6003209,"2","F"
"26873",38.3500000000011,"C",998406688.923474,"C","C"
"26874",38.3600000000011,"A1",165401.311603073,"1","A"
"26875",38.3600000000011,"M1",10719578.4832685,"1","M"
"26876",38.3600000000011,"F1",0,"1","F"
"26877",38.3600000000011,"A2",3.53992987609249,"2","A"
"26878",38.3600000000011,"M2",0,"2","M"
"26879",38.3600000000011,"F2",10790757.4105801,"2","F"
"26880",38.3600000000011,"C",998327718.806688,"C","C"
"26881",38.3700000000011,"A1",165876.218383834,"1","A"
"26882",38.3700000000011,"M1",10760970.2285545,"1","M"
"26883",38.3700000000011,"F1",0,"1","F"
"26884",38.3700000000011,"A2",3.7179688167729,"2","A"
"26885",38.3700000000011,"M2",0,"2","M"
"26886",38.3700000000011,"F2",10828150.3203072,"2","F"
"26887",38.3700000000011,"C",998248459.049518,"C","C"
"26888",38.3800000000011,"A1",166352.488360678,"1","A"
"26889",38.3800000000011,"M1",10802521.7679824,"1","M"
"26890",38.3800000000011,"F1",0,"1","F"
"26891",38.3800000000011,"A2",3.8975842203348,"2","A"
"26892",38.3800000000011,"M2",0,"2","M"
"26893",38.3800000000011,"F2",10865672.7765459,"2","F"
"26894",38.3800000000011,"C",998168908.586737,"C","C"
"26895",38.3900000000011,"A1",166830.125444074,"1","A"
"26896",38.3900000000011,"M1",10844233.7181903,"1","M"
"26897",38.3900000000011,"F1",0,"1","F"
"26898",38.3900000000011,"A2",4.07878737087497,"2","A"
"26899",38.3900000000011,"M2",0,"2","M"
"26900",38.3900000000011,"F2",10903325.2278866,"2","F"
"26901",38.3900000000011,"C",998089066.349193,"C","C"
"26902",38.4000000000011,"A1",167309.133555693,"1","A"
"26903",38.4000000000011,"M1",10886106.6981944,"1","M"
"26904",38.4000000000011,"F1",0,"1","F"
"26905",38.4000000000011,"A2",4.26158962773884,"2","A"
"26906",38.4000000000011,"M2",0,"2","M"
"26907",38.4000000000011,"F2",10941108.1244713,"2","F"
"26908",38.4000000000011,"C",998008931.263794,"C","C"
"26909",38.4100000000011,"A1",167789.516628438,"1","A"
"26910",38.4100000000011,"M1",10928141.3293972,"1","M"
"26911",38.4100000000011,"F1",0,"1","F"
"26912",38.4100000000011,"A2",4.44600242600788,"2","A"
"26913",38.4100000000011,"M2",0,"2","M"
"26914",38.4100000000011,"F2",10979021.9179991,"2","F"
"26915",38.4100000000011,"C",997928502.253492,"C","C"
"26916",38.4200000000011,"A1",168271.278606476,"1","A"
"26917",38.4200000000011,"M1",10970338.2355974,"1","M"
"26918",38.4200000000011,"F1",0,"1","F"
"26919",38.4200000000011,"A2",4.63203727699022,"2","A"
"26920",38.4200000000011,"M2",0,"2","M"
"26921",38.4200000000011,"F2",11017067.0617316,"2","F"
"26922",38.4200000000011,"C",997847778.23727,"C","C"
"26923",38.4300000000011,"A1",168754.42344527,"1","A"
"26924",38.4300000000011,"M1",11012698.0429988,"1","M"
"26925",38.4300000000011,"F1",0,"1","F"
"26926",38.4300000000011,"A2",4.81970576871466,"2","A"
"26927",38.4300000000011,"M2",0,"2","M"
"26928",38.4300000000011,"F2",11055244.0104983,"2","F"
"26929",38.4300000000011,"C",997766758.130125,"C","C"
"26930",38.4400000000011,"A1",169238.955111614,"1","A"
"26931",38.4400000000011,"M1",11055221.3802198,"1","M"
"26932",38.4400000000011,"F1",0,"1","F"
"26933",38.4400000000011,"A2",5.0090195664275,"2","A"
"26934",38.4400000000011,"M2",0,"2","M"
"26935",38.4400000000011,"F2",11093553.2207021,"2","F"
"26936",38.4400000000011,"C",997685440.843057,"C","C"
"26937",38.4500000000011,"A1",169724.877583662,"1","A"
"26938",38.4500000000011,"M1",11097908.8783023,"1","M"
"26939",38.4500000000011,"F1",0,"1","F"
"26940",38.4500000000011,"A2",5.19999041309281,"2","A"
"26941",38.4500000000011,"M2",0,"2","M"
"26942",38.4500000000011,"F2",11131995.1503243,"2","F"
"26943",38.4500000000011,"C",997603825.283049,"C","C"
"26944",38.4600000000011,"A1",170212.194850961,"1","A"
"26945",38.4600000000011,"M1",11140761.1707213,"1","M"
"26946",38.4600000000011,"F1",0,"1","F"
"26947",38.4600000000011,"A2",5.39263012989557,"2","A"
"26948",38.4600000000011,"M2",0,"2","M"
"26949",38.4600000000011,"F2",11170570.2589305,"2","F"
"26950",38.4600000000011,"C",997521910.35306,"C","C"
"26951",38.4700000000011,"A1",170700.910914485,"1","A"
"26952",38.4700000000011,"M1",11183778.8933944,"1","M"
"26953",38.4700000000011,"F1",0,"1","F"
"26954",38.4700000000011,"A2",5.58695061674851,"2","A"
"26955",38.4700000000011,"M2",0,"2","M"
"26956",38.4700000000011,"F2",11209279.0076761,"2","F"
"26957",38.4700000000011,"C",997439694.952001,"C","C"
"26958",38.4800000000011,"A1",171191.029786667,"1","A"
"26959",38.4800000000011,"M1",11226962.6846909,"1","M"
"26960",38.4800000000011,"F1",0,"1","F"
"26961",38.4800000000011,"A2",5.78296385280177,"2","A"
"26962",38.4800000000011,"M2",0,"2","M"
"26963",38.4800000000011,"F2",11248121.8593115,"2","F"
"26964",38.4800000000011,"C",997357177.974726,"C","C"
"26965",38.4900000000011,"A1",171682.555491429,"1","A"
"26966",38.4900000000011,"M1",11270313.1854412,"1","M"
"26967",38.4900000000011,"F1",0,"1","F"
"26968",38.4900000000011,"A2",5.98068189695591,"2","A"
"26969",38.4900000000011,"M2",0,"2","M"
"26970",38.4900000000011,"F2",11287099.2781875,"2","F"
"26971",38.4900000000011,"C",997274358.312017,"C","C"
"26972",38.5000000000011,"A1",172175.492064221,"1","A"
"26973",38.5000000000011,"M1",11313831.0389468,"1","M"
"26974",38.5000000000011,"F1",0,"1","F"
"26975",38.5000000000011,"A2",6.18011688837843,"2","A"
"26976",38.5000000000011,"M2",0,"2","M"
"26977",38.5000000000011,"F2",11326211.7302614,"2","F"
"26978",38.5000000000011,"C",997191234.850566,"C","C"
"26979",38.5100000000011,"A1",172669.843552046,"1","A"
"26980",38.5100000000011,"M1",11357516.8909891,"1","M"
"26981",38.5100000000011,"F1",0,"1","F"
"26982",38.5100000000011,"A2",6.38128104702331,"2","A"
"26983",38.5100000000011,"M2",0,"2","M"
"26984",38.5100000000011,"F2",11365459.6831019,"2","F"
"26985",38.5100000000011,"C",997107806.472961,"C","C"
"26986",38.5200000000011,"A1",173165.614013501,"1","A"
"26987",38.5200000000011,"M1",11401371.3898395,"1","M"
"26988",38.5200000000011,"F1",0,"1","F"
"26989",38.5200000000011,"A2",6.58418667415405,"2","A"
"26990",38.5200000000011,"M2",0,"2","M"
"26991",38.5200000000011,"F2",11404843.6058951,"2","F"
"26992",38.5200000000011,"C",997024072.057672,"C","C"
"26993",38.5300000000011,"A1",173662.807518803,"1","A"
"26994",38.5300000000011,"M1",11445395.1862687,"1","M"
"26995",38.5300000000011,"F1",0,"1","F"
"26996",38.5300000000011,"A2",6.7888461528698,"2","A"
"26997",38.5300000000011,"M2",0,"2","M"
"26998",38.5300000000011,"F2",11444363.9694498,"2","F"
"26999",38.5300000000011,"C",996940030.479035,"C","C"
"27000",38.5400000000011,"A1",174161.428149827,"1","A"
"27001",38.5400000000011,"M1",11489588.9335563,"1","M"
"27002",38.5400000000011,"F1",0,"1","F"
"27003",38.5400000000011,"A2",6.99527194863533,"2","A"
"27004",38.5400000000011,"M2",0,"2","M"
"27005",38.5400000000011,"F2",11484021.2462034,"2","F"
"27006",38.5400000000011,"C",996855680.607238,"C","C"
"27007",38.5500000000011,"A1",174661.480000136,"1","A"
"27008",38.5500000000011,"M1",11533953.2875007,"1","M"
"27009",38.5500000000011,"F1",0,"1","F"
"27010",38.5500000000011,"A2",7.20347660981388,"2","A"
"27011",38.5500000000011,"M2",0,"2","M"
"27012",38.5500000000011,"F2",11523815.9102272,"2","F"
"27013",38.5500000000011,"C",996771021.308302,"C","C"
"27014",38.5600000000011,"A1",175162.967175017,"1","A"
"27015",38.5600000000011,"M1",11578488.9064286,"1","M"
"27016",38.5600000000011,"F1",0,"1","F"
"27017",38.5600000000011,"A2",7.41347276820376,"2","A"
"27018",38.5600000000011,"M2",0,"2","M"
"27019",38.5600000000011,"F2",11563748.4372322,"2","F"
"27020",38.5600000000011,"C",996686051.444071,"C","C"
"27021",38.5700000000011,"A1",175665.893791514,"1","A"
"27022",38.5700000000011,"M1",11623196.4512046,"1","M"
"27023",38.5700000000011,"F1",0,"1","F"
"27024",38.5700000000011,"A2",7.62527313957807,"2","A"
"27025",38.5700000000011,"M2",0,"2","M"
"27026",38.5700000000011,"F2",11603819.3045748,"2","F"
"27027",38.5700000000011,"C",996600769.872191,"C","C"
"27028",38.5800000000011,"A1",176170.263978459,"1","A"
"27029",38.5800000000011,"M1",11668076.5852414,"1","M"
"27030",38.5800000000011,"F1",0,"1","F"
"27031",38.5800000000011,"A2",7.8388905242283,"2","A"
"27032",38.5800000000011,"M2",0,"2","M"
"27033",38.5800000000011,"F2",11644028.9912623,"2","F"
"27034",38.5800000000011,"C",996515175.4461,"C","C"
"27035",38.5900000000011,"A1",176676.081876509,"1","A"
"27036",38.5900000000011,"M1",11713129.9745092,"1","M"
"27037",38.5900000000011,"F1",0,"1","F"
"27038",38.5900000000011,"A2",8.05433780751102,"2","A"
"27039",38.5900000000011,"M2",0,"2","M"
"27040",38.5900000000011,"F2",11684377.9779589,"2","F"
"27041",38.5900000000011,"C",996429267.015007,"C","C"
"27042",38.6000000000011,"A1",177183.351638176,"1","A"
"27043",38.6000000000011,"M1",11758357.2875456,"1","M"
"27044",38.6000000000011,"F1",0,"1","F"
"27045",38.6000000000011,"A2",8.2716279603981,"2","A"
"27046",38.6000000000011,"M2",0,"2","M"
"27047",38.6000000000011,"F2",11724866.746991,"2","F"
"27048",38.6000000000011,"C",996343043.423881,"C","C"
"27049",38.6100000000011,"A1",177692.077427865,"1","A"
"27050",38.6100000000011,"M1",11803759.1954658,"1","M"
"27051",38.6100000000011,"F1",0,"1","F"
"27052",38.6100000000011,"A2",8.49077404003079,"2","A"
"27053",38.6100000000011,"M2",0,"2","M"
"27054",38.6100000000011,"F2",11765495.7823532,"2","F"
"27055",38.6100000000011,"C",996256503.513433,"C","C"
"27056",38.6200000000011,"A1",178202.263421905,"1","A"
"27057",38.6200000000011,"M1",11849336.3719719,"1","M"
"27058",38.6200000000011,"F1",0,"1","F"
"27059",38.6200000000011,"A2",8.7117891902769,"2","A"
"27060",38.6200000000011,"M2",0,"2","M"
"27061",38.6200000000011,"F2",11806265.5697143,"2","F"
"27062",38.6200000000011,"C",996169646.1201,"C","C"
"27063",38.6300000000011,"A1",178713.913808586,"1","A"
"27064",38.6300000000011,"M1",11895089.4933637,"1","M"
"27065",38.6300000000011,"F1",0,"1","F"
"27066",38.6300000000011,"A2",8.93468664229186,"2","A"
"27067",38.6300000000011,"M2",0,"2","M"
"27068",38.6300000000011,"F2",11847176.5964224,"2","F"
"27069",38.6300000000011,"C",996082470.076033,"C","C"
"27070",38.6400000000011,"A1",179227.032788187,"1","A"
"27071",38.6400000000011,"M1",11941019.2385479,"1","M"
"27072",38.6400000000011,"F1",0,"1","F"
"27073",38.6400000000011,"A2",9.15947971508306,"2","A"
"27074",38.6400000000011,"M2",0,"2","M"
"27075",38.6400000000011,"F2",11888229.3515114,"2","F"
"27076",38.6400000000011,"C",995994974.209073,"C","C"
"27077",38.6500000000011,"A1",179741.624573017,"1","A"
"27078",38.6500000000011,"M1",11987126.2890485,"1","M"
"27079",38.6500000000011,"F1",0,"1","F"
"27080",38.6500000000011,"A2",9.38618181607822,"2","A"
"27081",38.6500000000011,"M2",0,"2","M"
"27082",38.6500000000011,"F2",11929424.3257062,"2","F"
"27083",38.6500000000011,"C",995907157.342745,"C","C"
"27084",38.6600000000011,"A1",180257.693387446,"1","A"
"27085",38.6600000000011,"M1",12033411.329017,"1","M"
"27086",38.6600000000011,"F1",0,"1","F"
"27087",38.6600000000011,"A2",9.61480644169705,"2","A"
"27088",38.6600000000011,"M2",0,"2","M"
"27089",38.6600000000011,"F2",11970762.0114292,"2","F"
"27090",38.6600000000011,"C",995819018.296235,"C","C"
"27091",38.6700000000011,"A1",180775.243467939,"1","A"
"27092",38.6700000000011,"M1",12079875.0452422,"1","M"
"27093",38.6700000000011,"F1",0,"1","F"
"27094",38.6700000000011,"A2",9.84536717792647,"2","A"
"27095",38.6700000000011,"M2",0,"2","M"
"27096",38.6700000000011,"F2",12012242.9028054,"2","F"
"27097",38.6700000000011,"C",995730555.884377,"C","C"
"27098",38.6800000000011,"A1",181294.279063094,"1","A"
"27099",38.6800000000011,"M1",12126518.1271605,"1","M"
"27100",38.6800000000011,"F1",0,"1","F"
"27101",38.6800000000011,"A2",10.0778777009001,"2","A"
"27102",38.6800000000011,"M2",0,"2","M"
"27103",38.6800000000011,"F2",12053867.495669,"2","F"
"27104",38.6800000000011,"C",995641768.917637,"C","C"
"27105",38.6900000000011,"A1",181814.80443367,"1","A"
"27106",38.6900000000011,"M1",12173341.2668662,"1","M"
"27107",38.6900000000011,"F1",0,"1","F"
"27108",38.6900000000011,"A2",10.3123517774805,"2","A"
"27109",38.6900000000011,"M2",1.01651586485971,"2","M"
"27110",38.6900000000011,"F2",12095636.2875687,"2","F"
"27111",38.6900000000011,"C",995552656.202094,"C","C"
"27112",38.7000000000011,"A1",182336.823852629,"1","A"
"27113",38.7000000000011,"M1",12220345.1591213,"1","M"
"27114",38.7000000000011,"F1",0,"1","F"
"27115",38.7000000000011,"A2",10.5488032658465,"2","A"
"27116",38.7000000000011,"M2",1.04085005098356,"2","M"
"27117",38.7000000000011,"F2",12137549.7777742,"2","F"
"27118",38.7000000000011,"C",995463216.539429,"C","C"
"27119",38.7100000000011,"A1",182860.341605166,"1","A"
"27120",38.7100000000011,"M1",12267530.5013665,"1","M"
"27121",38.7100000000011,"F1",0,"1","F"
"27122",38.7100000000011,"A2",10.7872461160824,"2","A"
"27123",38.7100000000011,"M2",1.06542797350216,"2","M"
"27124",38.7100000000011,"F2",12179608.4672814,"2","F"
"27125",38.7100000000011,"C",995373448.726904,"C","C"
"27126",38.7200000000011,"A1",183385.361988745,"1","A"
"27127",38.7200000000011,"M1",12314897.9937307,"1","M"
"27128",38.7200000000011,"F1",0,"1","F"
"27129",38.7200000000011,"A2",11.0276943707729,"2","A"
"27130",38.7200000000011,"M2",1.09025167236224,"2","M"
"27131",38.7200000000011,"F2",12221812.858819,"2","F"
"27132",38.7200000000011,"C",995283351.557346,"C","C"
"27133",38.7300000000011,"A1",183911.889313135,"1","A"
"27134",38.7300000000011,"M1",12362448.339042,"1","M"
"27135",38.7300000000011,"F1",0,"1","F"
"27136",38.7300000000011,"A2",11.2701621656005,"2","A"
"27137",38.7300000000011,"M2",1.11532320344528,"2","M"
"27138",38.7300000000011,"F2",12264163.4568543,"2","F"
"27139",38.7300000000011,"C",995192923.819136,"C","C"
"27140",38.7400000000011,"A1",184439.927900444,"1","A"
"27141",38.7400000000011,"M1",12410182.2428376,"1","M"
"27142",38.7400000000011,"F1",0,"1","F"
"27143",38.7400000000011,"A2",11.514663729947,"2","A"
"27144",38.7400000000011,"M2",1.14064463868804,"2","M"
"27145",38.7400000000011,"F2",12306660.767599,"2","F"
"27146",38.7400000000011,"C",995102164.296185,"C","C"
"27147",38.7500000000011,"A1",184969.482085156,"1","A"
"27148",38.7500000000011,"M1",12458100.4133744,"1","M"
"27149",38.7500000000011,"F1",0,"1","F"
"27150",38.7500000000011,"A2",11.7612133874995,"2","A"
"27151",38.7500000000011,"M2",1.16621806620408,"2","M"
"27152",38.7500000000011,"F2",12349305.2990154,"2","F"
"27153",38.7500000000011,"C",995011071.767924,"C","C"
"27154",38.7600000000011,"A1",185500.556214161,"1","A"
"27155",38.7600000000011,"M1",12506203.5616397,"1","M"
"27156",38.7600000000011,"F1",0,"1","F"
"27157",38.7600000000011,"A2",12.0098255568592,"2","A"
"27158",38.7600000000011,"M2",1.19204559040613,"2","M"
"27159",38.7600000000011,"F2",12392097.5608224,"2","F"
"27160",38.7600000000011,"C",994919645.009283,"C","C"
